fecha,empresa,localidad,provincia,insumo,cupo_total_asignado_m3,produccion__m3,ventas_totales__m3,ventas_a_axion_m3,ventas_a_petrobras_m3,ventas_a_fox_petrol_m3,ventas_a_refineria_del_norte_m3,ventas_a_shell_m3,ventas_a_ypf_m3,ventas_a_energia_derivada_del_petroleo_m3,ventas_a_oil_combustibles_m3,ventas_a_trafigura_oil_m3
3/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2000,1083.828174,1504.73784,0,0,0,0,0,1504.74,0,0,0
3/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2300,1745.407454,1753.834491,374.68,624.3,0,0,0,500.78,0,254.07,0
3/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,7492.60897,7266.847757,1752.24,402.78,0,0,1409.21,3446.96,0,255.65,0
3/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,6000,5417.612129,5891.610865,816.44,0,0,0,946.22,3404.04,72.98,651.94,0
3/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2500,0,2446.443462,0,0,0,0,0,2446.44,0,0,0
3/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,6580.593809,6857.498421,1402.45,792.28,0,980.92,1469.27,1744.21,35.03,433.33,0
3/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2300,2363.866077,2338.597599,1610.87,0,0,0,509.16,0,0,218.57,0
3/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11250,11019.65888,10962.7669,2042.41,1307.08,0,0,1370.81,6242.46,0,0,0
3/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1500,103.6260265,1493.910297,0,0,0,0,661.07,832.84,0,0,0
3/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5200,5430.170562,5207.984839,1673.37,0,0,0,505.93,2740.19,0,288.5,0
4/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,4257,6608.97031,5324.801011,1645.18,0,0,0,366.75,3274.97,37.9,0,0
4/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,5000,3740,5220.998105,300,0,0,0,2992,1929,0,0,0
4/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,257.8774479,33.98610234,0,0,0,0,0,33.99,0,0,0
4/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2000,790.3221731,764.6241314,0,0,0,0,0,764.62,0,0,0
4/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2000,0,1091.042325,407,0,0,0,0,320.83,0,363.21,0
4/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,7214.137713,6564.283007,1105.08,403.56,0,0,1376.45,3422.4,0,256.79,0
4/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,6000,3142.65319,5114.592546,814.69,0,0,0,981.45,2704.26,35.88,578.31,0
4/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1800,0,1869.576753,0,0,0,0,0,1869.58,0,0,0
4/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,5671.459255,5821.313961,756.01,798.23,0,1020.28,1559.07,1293.72,34.78,359.23,0
4/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,2060.644346,2066.961466,1380.92,0,0,0,540.75,0,0,145.29,0
4/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11250,11103.36071,11221.26342,1897.66,1151.16,0,0,1527.83,6644.61,0,0,0
4/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1300,2694.428301,1636.727732,0,0,0,0,698.61,938.12,0,0,0
4/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5400,5552.773215,5455.123184,1404.69,0,0,0,508.89,3286.84,0,254.71,0
5/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9936,10301.97094,10184.39672,1908.57,0,0,0,2991.83,5245.43,38.57,0,0
5/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,6500,7239.001895,6842.994315,297,0,0,0,2984,3562,0,0,0
5/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,600,0,425.8370183,0,0,0,0,0,425.84,0,0,0
5/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1200,229.0082123,357.8269109,0,0,0,0,0,357.83,0,0,0
5/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2000,1944.851548,1892.621605,452.77,506.23,0,0,0,502.12,0,431.5,0
5/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,7113.253316,7013.240682,1530.59,405.09,0,0,1403.35,3270.03,39.2,364.98,0
5/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,3500,3513.139608,3583.209097,388.81,0,0,0,907.21,1925.89,0,361.3,0
5/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1000,1038.559697,1024.687303,0,0,0,0,0,1024.69,0,0,0
5/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,6000,1609.86734,2009.513582,190.43,35.86,0,641.69,575.52,492.91,0,73.09,0
5/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,1586.860392,1655.085281,756.79,0,0,0,504.11,0,0,394.19,0
5/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11250,12553.9103,11736.18446,2196.66,719.2,37.93,0,1496.96,7285.43,0,0,0
5/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1200,510.1958307,1245.938092,0,0,0,0,649.99,595.94,0,0,0
5/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5000,5063.145925,5031.20657,1218.19,0,0,0,507.18,2903.5,0,402.34,0
6/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,7560,8865.445357,7350.170562,1087.06,0,0,0,1484.76,4628.88,76.4,73.06,0
6/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4500,4173.998737,4586.999368,297,0,0,0,2597,1693,0,0,0
6/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,990,0,0,0,0,0,0,0,0,0,0,0
6/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1800,1657.409981,1303.752369,0,0,0,0,0,1303.75,0,0,0
6/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,1800,2905.508528,1786.481364,409.64,509.13,0,0,0,649.31,0,218.4,0
6/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6480,6495.26216,6404.270373,1262.82,399.47,0,0,1406.81,3117.49,0,217.69,0
6/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4799,5451.471889,4342.41314,777.37,0,0,0,800.34,2331.74,0,432.96,0
6/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1620,2885.698042,1600.568541,0,0,0,0,0,1600.57,0,0,0
6/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7499,8240.277953,7495.615919,481.17,841.43,0,1076.29,1663.22,2961.75,0,471.75,0
6/1/2014,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,1800,826.2792167,298.1680354,0,0,0,0,0,298.17,0,0,0
6/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1880,1690.46115,1694.251421,974.1,0,0,0,469.99,0,0,250.16,0
6/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10124,11464.15666,10120.518,2021.21,1165.56,38.08,0,1436.27,5459.39,0,0,0
6/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1080,1219.595704,1054.415666,0,0,0,0,548.83,505.58,0,0,0
6/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4500,5083.638661,4429.033481,985.36,0,0,0,507.38,2715.33,0,220.97,0
7/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9063,8702.463677,9207.782691,1011.53,0,0,0,1857.9,6040.98,114.87,182.52,0
7/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3374,551.004422,3426.986734,262,0,0,0,2469,695.99,0,0,0
7/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,397,506.0012634,399.5578016,0,0,0,0,0,399.56,0,0,0
7/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1888,2809.614656,1931.497157,0,0,0,0,0,1931.5,0,0,0
7/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,1985,3053.670246,2101.629817,268.5,251.43,0,0,0,1331.13,0,250.56,0
7/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4775,4292.090967,4784.080859,801.81,256.47,0,0,915.24,2557.06,0,253.47,0
7/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4233,5202.3247,4735.287429,815.18,0,0,0,731.92,2686.63,0,501.57,0
7/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1429,4556.500316,1470.271636,0,0,0,0,0,1470.27,0,0,0
7/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,6615,6608.363866,6604.207202,492.28,514.28,0,1046.52,1208.3,2943.66,0,399.17,0
7/1/2014,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,4000,3562.312066,3759.317751,0,0,0,0,0,3759.32,0,0,0
7/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1659,2131.396083,1786.481364,1243.21,0,0,0,361.34,0,0,181.93,0
7/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,9973,12022.29943,10037.87745,2021,1170.4,38.17,0,1220.48,5587.95,0,0,0
7/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,807,1066.632975,838.4459886,0,0,0,0,402.24,436.21,0,0,0
7/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,3822,4612.69741,3853.139608,1017.15,0,0,0,401.7,2183.91,0,250.39,0
8/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,8618,9645.053696,8796.60139,2050.04,0,0,0,1478.93,4785.37,115.37,366.89,0
8/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3208,6279.001895,3197.005685,298,0,0,0,1956,943,0,0,0
8/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,856,1075.666456,875.5274795,0,0,0,0,0,875.53,0,0,0
8/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1510,2541.554011,1514.162982,0,0,0,0,0,1514.16,0,0,0
8/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,1887,3188.288061,2148.123816,341.98,435.89,0,0,0,1188.73,0,181.52,0
8/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4302,5553.758686,4434.744157,772.68,143.73,0,0,923.08,2488.31,0,106.95,0
8/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4025,3949.260897,4024.055591,813.04,0,0,0,580.69,2164.02,0,466.3,0
8/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1750,4423.651295,1824.283007,0,0,0,0,0,1824.28,0,0,0
8/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,6290,5389.463045,5679.823121,586.61,219.58,0,940.13,1027.14,2400.53,0,505.84,0
8/1/2014,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,3000,4602.65319,3061.276058,0,0,0,0,0,3061.28,0,0,0
8/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1578,1420.08844,1513.581807,1006.95,0,0,0,291.85,0,0,214.78,0
8/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,9246,10675.84334,9234.440935,2300.8,1057.74,38.81,0,1004.75,4832.34,0,0,0
8/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,930,637.3215414,804.9020846,0,0,0,0,514.76,290.14,0,0,0
8/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,3397,3565.988629,3408.755527,1087.78,0,0,0,402.24,1704.53,0,214.21,0
9/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,8266,7891.345546,8390.562224,1919.13,293.63,0,0,1472.27,4005.74,115.54,584.26,0
9/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3332,5815.994946,3379.014529,298,0,0,0,2251,830.01,0,0,0
9/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,856,1132.596336,870.9286166,0,0,0,0,0,870.93,0,0,0
9/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1603,3137.662666,1807.63108,0,0,0,0,0,1807.63,0,0,0
9/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,1987,3002.956412,1797.384713,265.33,217.09,0,0,0,1095.3,0,219.66,0
9/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,3892,4116.234997,3897.890082,696.15,109.03,0,0,888.46,2097.01,0,107.24,0
9/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4170,4771.813013,4049.740998,776.42,0,0,0,941.79,1795.03,0,536.49,0
9/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1660,3991.042325,1696.449779,0,0,0,0,0,1696.45,0,0,0
9/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,6471,6774.744157,6862.526848,771.26,717.07,0,1188.53,1253.67,2533.27,72.63,326.1,0
9/1/2014,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,5128,4063.171194,5129.500948,0,0,0,0,0,5129.5,0,0,0
9/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1672,1677.826911,1384.712571,1019.58,0,0,0,256.48,0,0,108.65,0
9/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,8869,7353.796589,8870.04422,2643.46,1056.05,38.5,0,1224.52,3907.52,0,0,0
9/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,950,2371.850916,978.7618446,0,0,0,0,513.96,464.8,0,0,0
9/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,3258,3543.07012,3369.450411,1203.11,0,0,0,400.61,1553.22,0,212.52,0
10/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9234,10154.8705,9379.545167,1990.73,362.79,0,0,1582.85,4755.08,77.25,610.84,0
10/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3937,7726.001263,3996.993051,298,0,0,0,2789,910,0,0,0
10/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1019,915.1105496,975.9065066,0,0,0,0,0,975.91,0,0,0
10/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1603,3418.660771,1601.288692,0,0,0,0,0,1601.29,0,0,0
10/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2257,2833.329122,2085.735944,679.77,219.96,0,0,0,1080.15,0,105.85,0
10/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4933,4277.953253,4915.893872,410.2,108.12,0,0,1147.99,2932.2,0,317.38,0
10/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4940,4491.926721,4339.25458,775.89,0,0,0,1124.99,1999.65,0,438.72,0
10/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1660,3310.87808,1739.557802,0,0,0,0,0,1739.56,0,0,0
10/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7719,8327.871131,7772.571068,1345.75,611.21,0,1187.39,1427.44,2806.88,69.85,324.06,0
10/1/2014,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,5865,5940.619078,5866.077069,0,0,0,0,0,5866.08,0,0,0
10/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2166,1794.061908,2121.288692,1581.81,0,0,0,395.45,0,0,144.03,0
10/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,9920,12137.7132,9978.054327,2406.05,1383.17,38.36,0,1253.84,4896.63,0,0,0
10/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1112,2572.558433,1086.759318,0,0,0,0,690.99,395.77,0,0,0
10/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4120,4272.444725,4137.283639,1608.02,0,0,0,509.95,1834.04,0,185.28,0
11/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9404,10832.79848,9558.862919,2061.67,288.67,0,0,1537.74,4978.39,76.66,615.74,0
11/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4106,9037.005685,4131.004422,296,0,0,0,2925,910,0,0,0
11/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1063,1052.912192,1075.67909,0,0,0,0,0,1075.68,0,0,0
11/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1932,3450.562224,1919.570436,0,0,0,0,0,1919.57,0,0,0
11/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2416,2889.564119,2425.533797,1015.49,217.28,0,0,0,1081.6,0,111.16,0
11/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,5810,5613.392293,5814.60518,185.37,146.34,0,0,1218.37,3968.87,0,295.65,0
11/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5153,4478.458623,4569.677827,776.94,0,0,0,1413.96,1976.14,0,402.64,0
11/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1660,1443.272268,1722.046747,0,0,0,0,0,1722.05,0,0,0
11/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8051,7806.203411,7900.063171,1302.99,610.02,0,1202.78,1433.01,3023.44,36.12,291.7,0
11/1/2014,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6206,6188.250158,6212.255212,0,0,0,0,0,6212.25,0,0,0
11/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2019,1506.001263,1753.632344,1321.54,0,0,0,323.44,0,0,108.65,0
11/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10156,10328.3765,10211.01706,2558.02,1195.85,38.33,0,1429.8,4989.02,0,0,0
11/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1159,2076.879343,1058.458623,0,0,0,0,659.77,398.69,0,0,0
11/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4832,4691.850916,4840.404296,2372.7,0,0,0,509.3,1815.05,0,143.35,0
12/1/2014,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11200,10699.93683,11271.47189,2265.33,292.06,0,0,1874.12,6009.7,112.56,717.7,0
12/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4560,4546.999368,4603.006949,299,0,0,0,3399,905,0,0,0
12/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1132,1118.168035,1194.074542,0,0,0,0,0,1194.07,0,0,0
12/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2053,1380.164245,2017.081491,0,0,0,0,0,2017.08,0,0,0
12/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2553,1203.209097,2112.28048,799.48,147.44,0,0,0,1018.47,0,146.89,0
12/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7500,5514.845231,6215.072647,187.37,218.2,0,0,1950.32,3532.99,0,326.19,0
12/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5593,3959.608339,4809.728364,697.74,0,0,0,1521.64,2194.49,0,395.86,0
12/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2250,318.5217941,2264.687303,0,0,0,0,0,2264.69,0,0,0
12/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8465,10226.24131,8650.120025,1427.98,763.38,0,1248.02,1424.11,3319.48,103.18,363.95,0
12/1/2014,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6200,5700.568541,6106.127606,0,0,0,0,0,6106.13,0,0,0
12/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2193,1727.100442,1416.298168,943.78,0,0,0,365.13,0,0,107.39,0
12/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12000,6502.072015,11791.44662,2360.78,1528.19,38.47,0,1858.39,6005.62,0,0,0
12/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1243,1459.267214,1091.017056,0,0,0,0,696.98,394.04,0,0,0
12/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,6030,5157.915351,5911.383449,1644.71,0,0,0,799.97,3321.52,0,145.18,0
1/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,10175,10530.63803,10231.38345,2057.94,396.41,0,0,1580.04,5331.55,112.44,753,0
1/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4028,0,4180.998105,335,0,0,0,2692,1154,0,0,0
1/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1043,1198.408086,1028.174352,0,0,0,0,0,1028.17,0,0,0
1/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1936,0,1937.713203,0,0,0,0,0,1937.71,0,0,0
1/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2420,0,2704.384081,1025.04,219.1,0,0,0,1278.89,0,181.35,0
1/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6000,6089.703095,5808.679722,184.88,184.31,0,0,1625.8,3335.36,0,478.33,0
1/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5065,6352.444725,5480.783323,772.84,0,0,0,1416.55,2425.41,0,866,0
1/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2065,0,2107.668983,0,0,0,0,0,2107.67,0,0,0
1/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7905,8367.504738,9275.578016,1525.9,822.94,0,1259.85,1405.87,3822.07,0,438.94,0
