fecha,empresa,localidad,provincia,insumo,cupo_total_asignado_m3,produccion__m3,ventas_totales__m3,ventas_a_axion_m3,ventas_a_petrobras_m3,ventas_a_fox_petrol_m3,ventas_a_refineria_del_norte_m3,ventas_a_shell_m3,ventas_a_ypf_m3,ventas_a_energia_derivada_del_petroleo_m3,ventas_a_oil_combustibles_m3,ventas_a_trafigura_oil_m3
3/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,5200,5693.000632,5542.994315,226,0,0,0,3001,2315.99,0,0,0
3/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,530,653.7713203,987.3278585,0,0,0,0,0,987.33,0,0,0
3/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1200,0,1306.102337,0,307.19,0,0,0,998.91,0,0,0
3/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2000,600.3916614,1502.56475,677.52,756.11,0,0,0,0,0,68.93,0
3/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4900,5167.163613,5167.163613,920.88,148.54,0,0,1695.64,2104.98,0,297.12,0
3/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5250,6114.794694,5114.226153,776.63,0,0,0,795.97,3036.01,104.08,401.54,0
3/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1800,0,1804.826279,0,0,0,0,0,1804.83,0,0,0
3/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,4300,2135.792798,3016.626658,188.91,254.31,0,758.13,0,1521.1,0,294.18,0
3/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,2011.370815,1876.18446,1147.19,0,0,0,396.72,0,0,332.28,0
3/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1900,0,1976.980417,0,0,0,0,740.09,1236.89,0,0,0
3/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4200,4745.799116,4692.141503,1125.85,977.38,0,0,508.34,1788.5,0,292.07,0
4/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,5200,7112.002527,5886.999368,375,0,0,0,3074,2438,0,0,0
4/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,537.1572963,1097.334176,0,0,0,0,0,1097.33,0,0,0
4/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1500,0,1106.759318,0,0,0,0,0,1106.76,0,0,0
4/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2600,2251.6235,2123.765003,600.45,908.17,0,0,0,289.73,0,325.41,0
4/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4660,5508.894504,5508.88187,890.35,149.32,0,0,1716.4,2455.84,0,296.97,0
4/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5250,4151.6235,4874.200884,778.36,0,0,0,686.82,2791.6,104.74,512.68,0
4/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2000,0,1537.965888,0,0,0,0,0,1537.97,0,0,0
4/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,3800,3886.683512,3594.162982,190.5,216.31,0,891.5,0,1932.05,0,363.8,0
4/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,1164.876816,1797.852179,1067.59,0,0,0,475.05,0,0,255.21,0
4/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1900,2304.447252,1788.325963,0,0,0,0,812.68,975.64,0,0,0
4/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4660,4839.974732,4399.317751,833.47,1003.5,0,0,509.51,1872.31,0,180.53,0
5/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,5500,4046.999368,6220.998105,339,0,0,0,3549.99,2332,0,0,0
5/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,600,0,571.5603285,0,0,0,0,0,571.56,0,0,0
5/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1500,0,1221.604548,0,0,0,0,0,1221.6,0,0,0
5/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,3000,2286.898294,2701.326595,1026.41,478.33,0,0,0,1013.8,0,182.79,0
5/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6500,7246.506633,6766.506633,1188.59,294.54,0,0,1694.58,3337.08,0,251.71,0
5/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5500,4515.540114,5495.502211,855.98,0,0,0,1016.13,2941.05,173.99,508.35,0
5/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2000,1523.853443,2070.524321,0,0,0,0,0,2070.52,0,0,0
5/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,5000,4885.609602,4124.396715,418.04,0,0,795.55,0,2615.01,0,295.79,0
5/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,1010.739103,1167.403664,734.05,0,0,0,288.06,0,0,145.29,0
5/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1900,1536.626658,2007.012003,0,0,0,0,695.94,1311.07,0,0,0
5/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4840,4779.873658,5620.126342,1600.85,881.14,0,0,511.5,2292.23,0,334.42,0
6/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4825,8081.99621,4861.99621,301,0,0,0,2859,1702,0,0,0
6/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,0,811.8256475,0,0,0,0,0,811.82,0,0,0
6/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1500,716.9046115,494.7062539,0,0,0,0,0,494.71,0,0,0
6/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2500,2230.675932,2353.329122,606.62,1088.19,0,0,0,512.27,0,146.25,0
6/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,7509.892609,7189.892609,1238.81,375.68,0,0,2025.46,3255.2,0,294.74,0
6/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4658,5704.497789,5595.097915,778.08,0,0,0,1207.81,2990.42,184.47,434.31,0
6/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1833,3861.276058,1997.34681,0,0,0,0,0,1997.35,0,0,0
6/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,5368.098547,5470.473784,533.59,0,0,729.51,0,3654.69,0,552.67,0
6/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,1047.378395,1062.539482,698.67,0,0,0,327.23,0,0,36.64,0
6/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1200,1628.957675,1146.670878,0,0,0,0,293.3,853.37,0,0,0
6/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4200,4659.696778,4157.650032,1097.95,759.34,0,0,513.47,1492.5,0,294.39,0
7/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4250,8246.001263,4340.985471,302,0,0,0,3014,1024.99,0,0,0
7/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,610.9665193,519.153506,0,0,0,0,0,519.15,0,0,0
7/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2000,3466.367656,2074.036639,0,0,0,0,0,2074.04,0,0,0
7/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2500,3107.428932,2361.200253,978.43,692.74,0,0,0,507.49,0,182.54,0
7/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,7304.813645,7204.813645,1202.15,558.32,0,0,1841.6,3340.4,0,262.34,0
7/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5333,6101.99621,6218.445989,973.05,0,0,0,1526.97,2989.5,146.58,582.34,0
7/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2100,5117.157296,2170.663298,0,0,0,0,0,2170.66,0,0,0
7/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,8173.85976,8195.02211,993.77,0,0,767.28,1072.8,4807.56,0,553.62,0
7/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,1983.57549,1855.969678,1128.24,0,0,0,472.52,0,0,255.21,0
7/1/2013,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,2000,0,0,0,0,0,0,0,0,0,0,0
7/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1200,1347.681617,1163.891346,0,0,0,0,297.4,866.49,0,0,0
7/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5000,5153.682881,5799.734681,1434.96,974.87,0,0,1016.39,2117.51,0,256.01,0
8/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4250,8626.001263,4323.006949,302,0,0,0,3148,873.01,0,0,0
8/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,841.9962097,913.7460518,0,0,0,0,0,913.75,0,0,0
8/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2000,2945.356917,2197.144662,0,0,0,0,0,2197.14,0,0,0
8/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2500,3131.674037,2266.317119,878.18,724.59,0,0,0,518.79,0,144.76,0
8/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,7873.379659,7193.379659,1199.82,506.23,0,0,1767,3425.53,0,294.79,0
8/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5333,5452.937461,5477.056222,777.97,0,0,0,984.57,2992.8,145.57,576.15,0
8/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2100,4795.957044,2174.984207,0,0,0,0,0,2174.98,0,0,0
8/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,7257.43525,7088.149084,1291.56,0,0,796.39,1783.32,2626.68,0,590.2,0
8/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,2037.902716,2055.590651,1397.35,0,0,0,512.95,0,0,145.29,0
8/1/2013,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,8000,11021.98358,4021.99621,0,0,0,0,870.61,3151.38,0,0,0
8/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1200,2583.246999,1305.180038,0,0,0,0,367.37,937.81,0,0,0
8/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5000,5328.123816,5209.311434,1258.13,1095.17,0,0,469.03,2056.6,0,330.37,0
9/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3961,6912.002527,4073.000632,301,0,0,0,2834,938,0,0,0
9/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1025,1002.097284,955.1737208,0,0,0,0,0,955.17,0,0,0
9/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1864.49,1736.917246,1861.756159,0,0,0,0,0,1861.76,0,0,0
9/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2330,2554.542009,1104.687303,452.28,542.14,0,0,0,0,0,110.27,0
9/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6710,6288.363866,6708.363866,1231.51,508.76,0,0,1481.82,3189.73,0,296.55,0
9/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4970,5717.637397,5117.043588,777.65,0,0,0,1019.36,2702.46,145.47,472.1,0
9/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1957,4333.733418,2052.507896,0,0,0,0,0,2052.51,0,0,0
9/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7766,7328.603917,7775.249526,1100.11,152.13,0,756.66,1450.18,3799.68,0,516.48,0
9/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1948.49,1958.307012,1900.189514,1252.05,0,0,0,501.58,0,0,146.56,0
9/1/2013,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,5300,3888.88187,6013.897663,1295.77,0,0,0,1062.1,3656.03,0,0,0
9/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1118,2620.025268,1191.53506,0,0,0,0,330.65,860.88,0,0,0
9/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4660,5091.44662,4661.238155,1370.41,538.21,0,0,508.28,2021.97,0,222.38,0
10/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3704,8240,3762.072015,338.07,0,0,0,2739,685,0,0,0
10/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,958,1088.13645,1026.873026,0,0,0,0,0,1026.87,0,0,0
10/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1743,2097.334176,1775.628553,0,0,0,0,0,1775.63,0,0,0
10/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2179,2928.856601,2497.245736,602.64,689.73,0,0,0,918.51,0,286.37,0
10/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4357,6630.448515,6320.530638,1151.05,446.24,0,0,1403.93,3031.52,0,287.78,0
10/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4647,4772.065698,4573.518636,776.89,0,0,0,948.98,2193.22,146.28,508.15,0
10/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1830,3993.885028,1887.681617,0,0,0,0,0,1887.68,0,0,0
10/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7261,7295.76753,7416.020215,1316.77,478.24,0,991.33,1224.8,3002.8,0,402.07,0
10/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1824,2131.396083,1902.716361,1247,0,0,0,473.78,0,0,181.93,0
10/1/2013,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,8888,5366.948831,8426.380291,1487.87,420.93,0,0,1769.37,4748.2,0,0,0
10/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1045,1565.003159,1096.2729,0,0,0,0,656.44,439.84,0,0,0
10/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,6274,3953.960834,4886.178143,1095.99,0,0,0,507.33,2992.34,0,290.51,0
11/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,3743,4704.005054,3780,299,0,0,0,2724.01,756.99,0,0,0
11/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,969,939.4567277,887.0246368,0,0,0,0,0,887.02,0,0,0
11/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1761,2879.027164,1837.01832,0,0,0,0,0,1837.02,0,0,0
11/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2202,2899.241946,2293.089071,791.91,482.75,0,0,0,731,0,287.42,0
11/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6341,5882.501579,6848.894504,1604.9,434.93,0,0,1373.52,3026.67,115.2,293.67,0
11/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,4697,5388.55338,4506.317119,775.49,0,0,0,911.54,2207.77,110.42,501.1,0
11/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1848,1072.103601,1926.961466,0,0,0,0,0,1926.96,0,0,0
11/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7339,7891.711939,7904.106128,1580.9,640.18,0,996.78,1438.71,2776.34,35.05,436.16,0
11/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1841,1077.700569,1468.098547,890.71,0,0,0,396.72,0,0,180.67,0
11/1/2013,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,9908,8270.953885,9807.454201,2255.46,719.6,0,0,1644.03,5188.36,0,0,0
11/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1057,1861.377132,1048.755527,0,0,0,0,653.57,395.19,0,0,0
11/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4404,4632.293114,5137.283639,1394.11,0,0,0,468.82,2948.72,0,325.63,0
12/1/2013,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4099,0,4411.989893,431.99,0,0,0,3048,932,0,0,0
12/1/2013,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1061,1103.550221,1039.25458,0,0,0,0,0,1039.25,0,0,0
12/1/2013,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1929,2639.305117,1945.698042,0,0,0,0,0,1945.7,0,0,0
12/1/2013,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2411,1577.271004,2136.2729,745.37,812.13,0,0,0,291.17,0,287.61,0
12/1/2013,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,6945,6610.865445,6380.543272,2143.06,315.77,0,0,1406.13,2223.56,37.03,255,0
12/1/2013,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5144,3491.610865,5276.500316,1309.01,0,0,0,904.9,2374.19,146.58,541.82,0
12/1/2013,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2026,0,2121.25079,0,0,0,0,0,2121.25,0,0,0
12/1/2013,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8038,7550.13266,7557.195199,1202.99,745.75,0,1013.49,1475.6,2461.36,73.09,584.9,0
12/1/2013,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2016,2437.144662,2355.02211,1556.54,0,0,0,399.24,0,0,399.24,0
12/1/2013,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10851,11109.23563,10814.20088,2273.2,781.76,0,0,1527.05,6232.19,0,0,0
12/1/2013,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1157,105.5843335,979.0397979,0,0,0,0,581.53,397.51,0,0,0
12/1/2013,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4823,3751.332912,3440.74542,1322.73,0,0,0,466.96,1396.31,0,254.74,0
1/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,5750,0,5930.991788,441,0,0,0,4600,889.99,0,0,0
1/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,1348.300695,1109.311434,0,0,0,0,0,1109.31,0,0,0
1/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2000,1081.263424,1869.791535,0,0,0,0,0,1869.79,0,0,0
1/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2500,0,2051.711939,563.87,910.66,0,0,0,287.08,0,290.11,0
1/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,6860.682249,6965.685407,1384.56,404.08,0,0,1379.01,3500.92,38.8,258.31,0
1/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5333,7477.422615,6016.84144,1165.82,0,0,0,1194.31,2714.28,141.64,800.78,0
1/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2100,0,2179.444093,0,0,0,0,0,2179.44,0,0,0
1/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,7605.041061,7498.521794,1290.87,823.78,0,1187.91,1879.15,1515.11,34.74,766.96,0
1/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,2068.224889,1993.682881,1268.48,0,0,0,509.16,0,0,216.05,0
1/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11250,11411.13076,11376.15919,2832.29,823.9,0,0,1420.86,6299.1,0,0,0
1/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1200,0,1262.956412,0,0,0,0,693.42,569.54,0,0,0
1/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5000,4576.475047,4784.459886,1434.44,0,0,0,574.33,2486.54,0,289.15,0
2/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4501,0,4389.008212,371,0,0,0,3097,921,0,0,0
2/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,1315.413771,1064.459886,0,0,0,0,0,1064.46,0,0,0
2/1/2014,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2000,175.0094757,1396.639292,0,0,0,0,0,1396.64,0,0,0
2/1/2014,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2300,0,1684.990524,490.13,623.73,0,0,0,278.8,0,292.33,0
2/1/2014,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,6648.578648,7124.219836,1563.93,406.38,0,0,1405.53,3489.2,0,259.18,0
2/1/2014,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5333,5499.797852,5115.729627,815.91,0,0,0,985.26,2516.87,70.67,727.03,0
2/1/2014,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2100,0,2190.764371,0,0,0,0,0,2190.76,0,0,0
2/1/2014,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8333,6069.286166,5765.546431,641.91,1045.86,0,901.16,1177.02,1238.67,36.53,724.4,0
2/1/2014,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2090,1978.521794,2001.263424,1307.64,0,0,0,511.69,0,0,181.93,0
2/1/2014,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12750,12457.13203,12693.00063,2513.39,1100.49,0,0,1486.91,7592.2,0,0,0
2/1/2014,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1200,0,1160.871762,0,0,0,0,653.64,507.23,0,0,0
2/1/2014,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5000,4899.216677,4941.781428,1669.35,0,0,0,506.1,2513.64,0,252.68,0
3/1/2014,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,5000,0,5486.001263,568,0,0,0,2958,1960,0,0,0
3/1/2014,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1100,561.6045483,1089.639924,0,0,0,0,0,1089.64,0,0,0
