ID Sitio,Traza,Sub-Traza,Localidad,Departamento,Provincia,Poblacion Censo 2010,Lat_sitio,Lon_sitio,Fecha Real de Conexión,Estado
2421,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Orosmayo,Santa Catalina,Jujuy,82,-22.555833,-66.356111,21/09/18,Conectado
463,PICHANAL - SALVADOR MAZZA,EMBARCACION - TARTAGAL 10G,Barrio Martinez Saravia,Gral.J. de San Martín,Salta,13774,-22.5759111,-63.8063166,19/10/17,Conectado
599,PICHANAL - SALVADOR MAZZA,EMBARCACION - TARTAGAL 1G,Campamento Vespucio,Gral.J. de San Martín,Salta,1531,-22.5849527,-63.8538777,05/10/17,Conectado
1512,PICHANAL - SALVADOR MAZZA,EMBARCACION - TARTAGAL 10G,Gral. Enrique Mosconi,Gral.J. de San Martín,Salta,16060,-22.5951805,-63.8040194,23/11/17,Conectado
2383,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Nuevo Pirquitas,Rinconada,Jujuy,672,-22.6875916667,-66.4558527778,14/09/18,Conectado
105,PERICO - LA QUIACA,LA QUIACA - SAN SALVADOR DE JUJUY II POR PURMAMARCA,Abra Pampa,Cochinoca,Jujuy,8705,-22.7243333333,-65.689,23/03/18,Conectado
128,PICHANAL - AGUAS BLANCAS,PICHANAL - AGUAS BLANCAS,Aguas Blancas,Orán,Salta,2395,-22.7342083333,-64.3539083333,27/12/16,Conectado
989,PICHANAL - SALVADOR MAZZA,EMBARCACION - TARTAGAL 1G,Coronel Cornejo,Gral.J. de San Martín,Salta,2672,-22.7389888,-63.8190666,05/10/17,Conectado
1028,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Coyaguayma,Rinconada,Jujuy,83,-22.7722222222,-66.4411111111,21/09/18,Conectado
3286,PERICO - LA QUIACA,LA QUIACA - SAN SALVADOR DE JUJUY POR PURMAMARCA,Tres Cruces,Humahuaca,Jujuy,376,-22.9194166667,-65.5865277778,17/08/18,Conectado
1431,PICHANAL - SALVADOR MAZZA,EMBARCACION - TARTAGAL 1G,General Ballivian,Gral.J. de San Martín,Salta,2071,-22.9361,-63.8588472,14/09/17,Conectado
976,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Coranzuli,Susques,Jujuy,333,-23.016389,-66.365556,14/09/18,Conectado
603,PICHANAL - SALVADOR MAZZA,EMBARCACION - TARTAGAL 1G,Campichuelo,Gral.J. de San Martín,Salta,340,-23.1082305,-63.99715,14/09/17,Conectado
3027,PICHANAL - AGUAS BLANCAS,PICHANAL - AGUAS BLANCAS,San Ramon de La Nueva Oran,Orán,Salta,76070,-23.1574138889,-64.3323333333,30/11/16,Conectado
1594,PERICO - LA QUIACA,LA QUIACA - SAN SALVADOR DE JUJUY POR PURMAMARCA,Humahuaca,Humahuaca,Jujuy,10256,-23.2007722222,-65.3519083333,23/03/18,Conectado
1270,FORMOSA - PICHANAL,HICKMAN - EMBARCACION,Embarcacion,Gral.J. de San Martín,Salta,20843,-23.2034416667,-64.0976583333,07/03/16,Conectado
1566,FORMOSA - PICHANAL,CORONEL JUAN SOLA - HICKMAN,Hickman,Gral.J. de San Martín,Salta,805,-23.2118972222,-63.5679722222,01/04/16,Conectado
2426,FORMOSA - PICHANAL,HICKMAN - EMBARCACION,Padre Lozano,Gral.J. de San Martín,Salta,513,-23.2182333,-63.8470944,06/07/18,Conectado
664,FORMOSA - PICHANAL,HICKMAN - EMBARCACION,Carboncito,Gral.J. de San Martín,Salta,531,-23.2334861,-63.76795,30/03/18,Conectado
1103,FORMOSA - PICHANAL,CORONEL JUAN SOLA - HICKMAN,Dragones,Gral.J. de San Martín,Salta,1779,-23.2496083,-63.3431333,13/04/18,Conectado
2289,FORMOSA - PICHANAL,HICKMAN - EMBARCACION,Mision Chaqueña,Gral.J. de San Martín,Salta,1302,-23.2597333,-63.7433416,20/04/18,Conectado
2529,FORMOSA - PICHANAL,PICHANAL - LIBERTADOR GENERAL SAN MARTIN 1G,Pichanal,Orán,Salta,22439,-23.3243472222,-64.2252777778,21/03/16,Conectado
2580,FORMOSA - PICHANAL,CORONEL JUAN SOLA - HICKMAN,Pluma de Pato,Rivadavia,Salta,529,-23.3721833,-63.0978777,23/02/18,Conectado
928,PICHANAL - PERICO,PICHANAL - LIBERTADOR GENERAL SAN MARTIN 10G,Colonia Santa Rosa,Orán,Salta,15562,-23.3935861111,-64.4194222222,31/07/17,Conectado
3195,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Susques,Susques,Jujuy,1611,-23.3978166667,-66.3662527778,02/02/18,Conectado
994,FORMOSA - PICHANAL,CAPITAN JUAN PAGE - CORONEL JUAN SOLA,Coronel Juan Sola,Rivadavia,Salta,4714,-23.4729444444,-62.8820055556,07/03/16,Conectado
1582,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Huancar,Susques,Jujuy,133,-23.563375,-66.4106111111,08/06/18,Conectado
2068,FORMOSA - PICHANAL,CAPITAN JUAN PAGE - CORONEL JUAN SOLA,Los Blancos,Rivadavia,Salta,1073,-23.6063833,-62.5949916,23/02/18,Conectado
3634,PICHANAL - PERICO,PICHANAL - LIBERTADOR GENERAL SAN MARTIN 10G,Yuto,Ledesma,Jujuy,6301,-23.6416111111,-64.47055,31/07/17,Conectado
657,FORMOSA - PICHANAL,CAPITAN JUAN PAGE - CORONEL JUAN SOLA,Capitan Juan Page,Rivadavia,Salta,213,-23.6864916667,-62.3758111111,21/03/16,Conectado
2705,PERICO - LA QUIACA,SAN SALVADOR de JUJUY - LA QUIACA POR PURMAMARCA,Purmamarca,Tumbaya,Jujuy,891,-23.7405277778,-65.5056666667,09/03/18,Conectado
2498,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Pastos Chicos,Susques,Jujuy,104,-23.7645333333,-66.4393722222,08/06/18,Conectado
594,PICHANAL - PERICO,PICHANAL - LIBERTADOR GENERAL SAN MARTIN 10G,Calilegua,Ledesma,Jujuy,5997,-23.7725277778,-64.776,27/07/17,Conectado
2025,PICHANAL - PERICO,PICHANAL - LIBERTADOR GENERAL SAN MARTIN 1G,Libertador General San Martin,Ledesma,Jujuy,46642,-23.8165194444,-64.7987388889,31/03/17,Conectado
1612,FORMOSA - PICHANAL,LAGUNA YEMA - ING GUILLERMO N JUAREZ,Ing. Guillermo N. Juarez,Matacos,Formosa,13438,-23.8975972222,-61.8526333333,12/01/16,Conectado
1390,PICHANAL - PERICO,LIBERTADOR GENERAL SAN MARTIN - SAN PEDRO de JUJUY II,Fraile Pintado,Ledesma,Jujuy,13300,-23.9430722222,-64.8003888889,27/07/17,Conectado
2691,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,Puesto Sey,Susques,Jujuy,94,-23.9469555556,-66.4879611111,27/07/18,Conectado
756,PICHANAL - PERICO,LIBERTADOR GENERAL SAN MARTIN - SAN PEDRO de JUJUY,Chalican,Ledesma,Jujuy,1062,-24.0690666667,-64.8069888889,12/10/18,Conectado
3033,PERICO - LA QUIACA,SAN SALVADOR de JUJUY - LA QUIACA POR PURMAMARCA,San Salvador de Jujuy,Dr. Manuel Belgrano,Jujuy,257970,-24.1787583333,-65.3275416667,07/09/17,Conectado
2889,LA QUIACA - SANTA MARIA,LA QUIACA - SAN ANTONIO DE LOS COBRES,San Antonio de Los Cobres,Los Andes,Salta,4763,-24.2179638889,-66.316975,02/02/18,Conectado
3022,PICHANAL - PERICO,SAN PEDRO de JUJUY - PERICO,San Pedro de Jujuy,San Pedro,Jujuy,62088,-24.2386944444,-64.8632222222,28/07/17,Conectado
1898,FORMOSA - PICHANAL,LAS LOMITAS - LAGUNA YEMA,Laguna Yema,Bermejo,Formosa,3617,-24.2540416667,-61.2486138889,12/01/16,Conectado
2444,PERICO - LA QUIACA,PALPALA - CENTRO FORESTAL,Palpala,Palpalá,Jujuy,50183,-24.2586777778,-65.2123166667,21/09/17,Conectado
2522,PICHANAL - PERICO,SAN PEDRO de JUJUY - PERICO,Perico,El Carmen,Jujuy,44750,-24.3754972222,-65.1152833333,31/03/17,Conectado
1967,FORMOSA - PICHANAL,IBARRETA - LAS LOMITAS,Las Lomitas,Patiño,Formosa,12399,-24.713175,-60.5930722222,04/01/16,Conectado
580,LA QUIACA - SANTA MARIA,SANTA MARIA - LA POMA,Cachi,Cachi,Salta,2616,-25.1211777778,-66.155625,27/07/18,Conectado
1600,FORMOSA - PICHANAL,PIRANE - IBARRETA,Ibarreta,Patiño,Formosa,9429,-25.2157416667,-59.8578722222,04/01/16,Conectado
827,FORMOSA - CLORINDA,FORMOSA - CLORINDA,Clorinda,Pilcomayo,Formosa,52837,-25.2884083333,-57.7260444444,20/10/16,Conectado
506,FORMOSA - PICHANAL,PIRANE - IBARRETA,Bartolome de Las Casas,Patiño,Formosa,1134,-25.4113888889,-59.5716666667,20/07/17,Conectado
2301,LA QUIACA - SANTA MARIA,SANTA MARIA - LA POMA,Molinos,Molinos,Salta,1183,-25.4383055556,-66.2977777778,03/08/18,Conectado
2668,SAN JOSE - PUERTO IGUAZU,COLONIA WANDA - PUERTO IGUAZU,Puerto Iguazu,Iguazú,Misiones,41062,-25.6110638889,-54.5645444444,21/12/17,Conectado
947,SAN JOSE - PUERTO IGUAZU,BERNARDO DE IRIGOYEN - COLONIA WANDA 10G,Comandante Andresito,Gral. Manuel Belgrano,Misiones,11482,-25.6764722222,-54.0411944444,21/12/17,Conectado
2561,FORMOSA - PICHANAL,PIRANE - IBARRETA,Pirane,Pirané,Formosa,20335,-25.7303638889,-59.1050694444,12/01/16,Conectado
2317,RESISTENCIA - SAN JOSE de METAN,PRESIDENTE ROQUE SAENZ PEÑA - MONTE QUEMADO,Monte Quemado,Copo,Santiago del Estero,12543,-25.8119277778,-62.8283666667,14/09/18,Conectado
1516,FORMOSA - PICHANAL,FORMOSA - GRAN GUARDIA,Gran Guardia,Formosa,Formosa,916,-25.8641277778,-58.8888277778,12/01/16,Conectado
639,FORMOSA - CLORINDA,FORMOSA - CLORINDA,Cañada Xii,Formosa,Formosa,0,-25.8816277778,-58.0853861111,23/11/17,Conectado
942,SAN JOSE - PUERTO IGUAZU,BERNARDO DE IRIGOYEN - COLONIA WANDA 10G,Colonia Wanda,Iguazú,Misiones,13901,-25.9716472222,-54.5612361111,21/12/17,Conectado
584,LA QUIACA - SANTA MARIA,SANTA MARIA - CAFAYATE,Cafayate,Cafayate,Salta,13698,-26.0725,-65.9844888889,02/02/18,Conectado
1374,FORMOSA - PICHANAL,FORMOSA - GRAN GUARDIA,Formosa,Formosa,Formosa,222226,-26.2058888889,-58.2070638889,12/01/16,Conectado
537,SAN JOSE - PUERTO IGUAZU,SAN PEDRO - BERNARDO DE IRIGOYEN,Bernardo de Irigoyen,Gral. Manuel Belgrano,Misiones,6492,-26.2551194444,-53.6457694444,21/12/17,Conectado
2090,RESISTENCIA - SAN JOSE de METAN,PRESIDENTE ROQUE SAENZ PEÑA - MONTE QUEMADO,Los Frentones,Almirante Brown,Chaco,5520,-26.4117277,-61.4088888,05/10/18,Conectado
2449,RESISTENCIA - SAN JOSE de METAN,PRESIDENTE ROQUE SAENZ PEÑA - MONTE QUEMADO,Pampa del Infierno,Almirante Brown,Chaco,9063,-26.5043361111,-61.1765555556,05/10/18,Conectado
208,SANTA MARiA - ACHERAL,SANTA MARIA - AMAICHA DEL VALLE,Amaicha del Valle,Tafí del Valle,Tucuman,1327,-26.5960861111,-65.9193805556,28/03/17,Conectado
960,RESISTENCIA - SAN JOSE de METAN,PRESIDENTE ROQUE SAENZ PEÑA - MONTE QUEMADO,Concepcion del Bermejo,Almirante Brown,Chaco,5309,-26.5993888889,-60.9484166667,05/10/18,Conectado
2137,SANTA MARiA - ACHERAL,AMAICHA DEL VALLE - TAFI DEL VALLE,Los Zazos,Tafí del Valle,Tucuman,0,-26.6130555,-65.8827777,14/12/17,Conectado
3014,SAN JOSE - PUERTO IGUAZU,SAN VICENTE - SAN PEDRO,San Pedro,San Pedro,Misiones,10397,-26.6259166667,-54.1143333333,21/12/17,Conectado
324,RESISTENCIA - SAN JOSE de METAN,PRESIDENTE ROQUE SAENZ PEÑA - MONTE QUEMADO,Avia Terai,Independencia,Chaco,6203,-26.686308,-60.729713,05/10/18,Conectado
3079,LA QUIACA - SANTA MARIA,SANTA MARIA - LA POMA,Santa Maria,Santa María,Catamarca,11648,-26.6986888889,-66.0410416667,29/12/16,Conectado
903,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 1G,Colonia Mayo - Barrio La Milagrosa,Cruz Alta,Tucuman,909,-26.8366055,-64.9905916,31/07/17,Conectado
3202,SANTA MARiA - ACHERAL,AMAICHA DEL VALLE - TAFI DEL VALLE,Tafi del Valle,Tafí del Valle,Tucuman,3403,-26.8423805556,-65.7102138889,29/12/16,Conectado
3006,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 1G,San Miguel de Tucuman,Capital,Tucuman,548866,-26.8438805556,-65.230025,15/09/16,Conectado
1069,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 10G,Delfin Gallo,Cruz Alta,Tucuman,8828,-26.8459888889,-65.0942666667,31/07/17,Conectado
2122,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 10G,Los Ralos,Cruz Alta,Tucuman,9429,-26.8865527778,-65.0063944444,30/11/16,Conectado
3768,TUCUMAN - ACHERAL,TUCUMAN - SAN ISIDRO DE LULES,San Isidro de Lules,Lules,Tucuman,22142,-26.916075,-65.3348444444,28/03/17,Conectado
1513,RESISTENCIA - FORMOSA,FORMOSA - RESISTENCIA,General Vedia,Bermejo,Chaco,1839,-26.93550278,-58.66106667,19/10/18,Conectado
2697,SANTA MARIA - ALPASINCHE,SANTA MARIA - HUALFIN,Punta de Balasto,Santa María,Catamarca,177,-26.9524777778,-66.1343416667,29/12/16,Conectado
2742,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 10G,Ranchillos,Cruz Alta,Tucuman,6892,-26.9530638,-65.0475555,31/07/17,Conectado
846,RESISTENCIA - SAN JOSE de METAN,RESISTENCIA - PRESIDENTE ROQUE SAENZ PEÑA 1G,Colonia Aborigen,25 de Mayo,Chaco,1272,-26.9563666,-60.2032305,19/10/18,Conectado
1849,TUCUMAN - ACHERAL,SAN ISIDRO DE LULES - ACHERAL,La Reduccion,Lules,Tucuman,5029,-26.962107,-65.354035,13/04/18,Conectado
3038,SAN JOSE - PUERTO IGUAZU,ARISTOBULO DEL VALLE - SAN VICENTE,San Vicente,Guaraní,Misiones,21068,-26.9939833333,-54.4873,21/12/17,Conectado
1976,RESISTENCIA - FORMOSA,FORMOSA - RESISTENCIA 10G,Las Palmas,Bermejo,Chaco,4914,-27.0491333333,-58.6811583333,04/01/18,Conectado
3233,SANTA MARiA - ACHERAL,TAFI DEL VALLE - ACHERAL,Teniente Berdina,Monteros,Tucuman,907,-27.0510277,-65.4880555,23/11/17,Conectado
1348,TUCUMAN - ACHERAL,SAN ISIDRO DE LULES - ACHERAL 10G,Famailla,Famaillá,Tucuman,22924,-27.054417,-65.404298,20/04/18,Conectado
1298,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 1G,Estacion Araoz,Leales,Tucuman,1315,-27.0595277,-64.9261,31/07/17,Conectado
2866,SAN JOSE - PUERTO IGUAZU,ARISTOBULO DEL VALLE - SAN VICENTE,Salto Encantado,Cainguás,Misiones,3543,-27.0855388889,-54.8363444444,21/12/17,Conectado
3075,SANTA MARiA - ACHERAL,TAFI DEL VALLE - ACHERAL,Santa Lucia,Monteros,Tucuman,5704,-27.095375,-65.5357111,23/11/17,Conectado
274,SAN JOSE - PUERTO IGUAZU,OBERA - ARISTOBULO DEL VALLE,Aristobulo del Valle,Cainguás,Misiones,12375,-27.1032611111,-54.8921333333,21/12/17,Conectado
110,SANTA MARiA - ACHERAL,TAFI DEL VALLE - ACHERAL,Acheral,Monteros,Tucuman,2683,-27.1208333333,-65.4683333333,29/12/16,Conectado
3096,TUCUMAN - ACHERAL,SAN ISIDRO DE LULES - ACHERAL 10G,Santa Rosa de Leales,Leales,Tucuman,1934,-27.1329166,-65.2591111,04/05/18,Conectado
3176,SANTA MARiA - ACHERAL,TAFI DEL VALLE - ACHERAL,Soldado Maldonado,Monteros,Tucuman,805,-27.1447166,-65.5658694,23/11/17,Conectado
2783,TUCUMAN - ACHERAL,SAN ISIDRO DE LULES - ACHERAL,Rio Colorado,Leales,Tucuman,1077,-27.1501,-65.3558055,02/03/18,Conectado
1908,RESISTENCIA - SAN JOSE de METAN,RESISTENCIA - PRESIDENTE ROQUE SAENZ PEÑA 1G,Lapachito,General Donovan,Chaco,888,-27.1593527,-59.3878138,28/09/18,Conectado
2325,ACHERAL - LA RIOJA,TUCUMAN - RUMI PUNCO 10G POR DWDM ACHERAL,Monteros,Monteros,Tucuman,23274,-27.1667833333,-65.4975333333,28/09/18,Conectado
2179,RESISTENCIA - SAN JOSE de METAN,RESISTENCIA - PRESIDENTE ROQUE SAENZ PEÑA 10G,Makalle,General Donovan,Chaco,4322,-27.2082777778,-59.2865833333,28/09/18,Conectado
608,SAN JOSE - PUERTO IGUAZU,OBERA - ARISTOBULO DEL VALLE,Campo Grande,Cainguás,Misiones,6547,-27.214249,-54.975396,26/10/18,Conectado
1581,SANTA MARIA - ALPASINCHE,HUALFIN - BELEN,Hualfin,Belén,Catamarca,987,-27.2233888889,-66.8334444444,29/12/16,Conectado
1143,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 1G,El Charco,Jiménez,Santiago del Estero,178,-27.2303861111,-64.7058083333,27/12/16,Conectado
1885,RESISTENCIA - SAN JOSE de METAN,RESISTENCIA - PRESIDENTE ROQUE SAENZ PEÑA 1G,Laguna Blanca,Libertad,Chaco,547,-27.25431667,-59.23258611,28/09/18,Conectado
1514,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 10G,Gramilla,Río Hondo,Santiago del Estero,409,-27.300475,-64.6095333333,31/03/17,Conectado
956,ACHERAL - LA RIOJA,TUCUMAN - RUMI PUNCO 10G POR DWDM ACHERAL,Concepcion,Chicligasta,Tucuman,49782,-27.34435,-65.5879166667,28/09/18,Conectado
2594,SAN JOSE - POSADAS,SAN JOSE - POSADAS,Posadas,Capital,Misiones,275028,-27.4309444444,-55.8901111111,19/01/18,Conectado
2765,RESISTENCIA - FORMOSA,FORMOSA - RESISTENCIA,Resistencia,San Fernando,Chaco,290723,-27.4561555556,-58.9871138889,15/09/16,Conectado
613,SAN JOSE - PUERTO IGUAZU,OBERA - ARISTOBULO DEL VALLE,Campo Ramon,Oberá,Misiones,1235,-27.457705,-55.022584,26/10/18,Conectado
1012,CORRIENTES - LA PAZ,CORRIENTES - BELLA VISTA,Corrientes,Capital,Corrientes,346334,-27.4739277778,-58.8534888889,26/10/16,Conectado
2389,SAN JOSE - PUERTO IGUAZU,LEANDRO N ALEM - OBERA,Obera,Oberá,Misiones,63960,-27.5004694444,-55.1092666667,21/12/17,Conectado
776,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 1G,Chaupi Pozo,Banda,Santiago del Estero,382,-27.5082916667,-64.4211055556,31/03/17,Conectado
1023,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Cote Lai,Tapenagá,Chaco,1323,-27.530049,-59.576561,06/07/18,Conectado
825,SANTIAGO del ESTERO - TOSTADO,SANTIAGO DEL ESTERO - CLODOMIRA,Clodomira,Banda,Santiago del Estero,9661,-27.5749833333,-64.1317527778,15/09/16,Conectado
2014,SAN JOSE - PUERTO IGUAZU,SAN JOSE - LEANDRO N ALEM,Leandro N. Alem,Leandro N. Alem,Misiones,23339,-27.60495,-55.3214666667,21/12/17,Conectado
242,SANTIAGO del ESTERO - TOSTADO,SANTIAGO DEL ESTERO - CLODOMIRA,Antaje,Banda,Santiago del Estero,210,-27.6245,-64.2532222,19/10/17,Conectado
514,SANTA MARIA - ALPASINCHE,HUALFIN - BELEN,Belen,Belén,Catamarca,12256,-27.6467222222,-67.0203888889,29/12/16,Conectado
769,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Charadai,Tapenagá,Chaco,1519,-27.6508444444,-59.857875,20/07/18,Conectado
2120,TUCUMAN - SANTIAGO del ESTERO,TUCUMAN - SANTIAGO DEL ESTERO 1G,Los Quiroga,Banda,Santiago del Estero,1065,-27.6527638,-64.3520194,07/12/17,Conectado
1735,SANTIAGO del ESTERO - TOSTADO,CLODOMIRA - AÑATUYA,La Cañada,Figueroa,Santiago del Estero,1696,-27.7097916667,-63.7712055556,30/11/16,Conectado
879,SANTIAGO del ESTERO - TOSTADO,CLODOMIRA - AÑATUYA,Colonia El Simbolar,Robles,Santiago del Estero,4197,-27.7141333,-63.8682166,19/10/17,Conectado
3450,SANTIAGO del ESTERO - TOSTADO,CLODOMIRA - AÑATUYA,Villa Figueroa,Figueroa,Santiago del Estero,72,-27.715625,-63.5066833333,29/12/16,Conectado
1722,SANTIAGO del ESTERO - TOSTADO,SANTIAGO DEL ESTERO - CLODOMIRA 10G,La Banda,Banda,Santiago del Estero,106441,-27.7597222222,-64.2597222222,13/04/18,Conectado
2959,SAN JOSE - POSADAS,SAN JOSE - POSADAS,San Jose,Apóstoles,Misiones,5338,-27.7687166667,-55.77975,21/12/17,Conectado
3108,SANTIAGO del ESTERO - TOSTADO,SANTIAGO DEL ESTERO - CLODOMIRA,Santiago del Estero,Capital,Santiago del Estero,252192,-27.801075,-64.268625,08/03/16,Conectado
2837,ACHERAL - LA RIOJA,TUCUMAN - RUMI PUNCO 10G POR DWDM ACHERAL,Rumi Punco,La Cocha,Tucuman,0,-27.9839638889,-65.5704805556,19/10/18,Conectado
1873,ACHERAL - LA RIOJA,RUMI PUNCO - SAN FERNANDO del VALLE de CATAMARCA,La Viña,Paclín,Catamarca,129,-28.0373305556,-65.5958944444,19/10/18,Conectado
2059,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Los Amores,Vera,Santa Fe,1052,-28.1001111111,-59.9796666667,11/05/18,Conectado
2234,SANTIAGO del ESTERO - TOSTADO,CLODOMIRA - AÑATUYA,Matara,Juan F. Ibarra,Santiago del Estero,1172,-28.1114722222,-63.1913055556,30/11/16,Conectado
2980,CORRIENTES - LA PAZ,CORRIENTES - BELLA VISTA,San Lorenzo,Saladas,Corrientes,2569,-28.1355722222,-58.7649444444,27/12/16,Conectado
1810,ACHERAL - LA RIOJA,RUMI PUNCO - SAN FERNANDO del VALLE de CATAMARCA,La Merced,Paclín,Catamarca,1759,-28.1543611111,-65.6603388889,19/10/18,Conectado
3776,SANTIAGO del ESTERO - VILLA SAN MARTIN,,VILLA SAN MARTIN (EST. LORETO),Loreto,Santiago del Estero,11546,-28.30225,-64.1882555556,06/04/18,Conectado
635,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Cañada Ombu,Vera,Santa Fe,518,-28.3080277,-59.9988333,07/12/17,Conectado
183,SANTA MARIA - ALPASINCHE,BELEN - ALPASINCHE,Alpasinche,San Blas de Los Sauces,La Rioja,4114,-28.3198416667,-67.0532,29/12/16,Conectado
1911,VILLA SAN MARTIN - SAN PEDRO,,Laprida,Choya,Santiago del Estero,1197,-28.3782444444,-64.5288111111,06/04/18,Conectado
251,SANTIAGO del ESTERO - TOSTADO,CLODOMIRA - AÑATUYA,Añatuya,General Taboada,Santiago del Estero,23286,-28.4635,-62.8386388889,08/03/16,Conectado
519,CORRIENTES - LA PAZ,CORRIENTES - BELLA VISTA,Bella Vista,Bella Vista,Corrientes,29071,-28.517925,-59.0373611111,31/03/17,Conectado
136,ALPASINCHE - LA RIOJA,AIMOGASTA - LA RIOJA 1G,Aimogasta,Arauco,La Rioja,12249,-28.5551305556,-66.8177138889,23/03/18,Conectado
1503,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Golondrina,Vera,Santa Fe,563,-28.5561388,-60.0248888,30/11/17,Conectado
1319,SANTIAGO del ESTERO - TOSTADO,AÑATUYA - BANDERA,Estacion Tacañitas,General Taboada,Santiago del Estero,1060,-28.6247916667,-62.6057333333,30/11/16,Conectado
1398,VILLA SAN MARTIN - SAN PEDRO,,Frias,Choya,Santiago del Estero,26649,-28.6326166667,-65.1257305556,06/04/18,Conectado
1633,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Intiyaco,Vera,Santa Fe,1132,-28.6802222222,-60.0690277778,30/11/17,Conectado
323,SANTIAGO del ESTERO - TOSTADO,AÑATUYA - BANDERA,Averias,General Taboada,Santiago del Estero,371,-28.7452416,-62.4497777,26/01/18,Conectado
2104,ALPASINCHE - LA RIOJA,AIMOGASTA - LA RIOJA 1G,Los Molinos,Castro Barros,La Rioja,244,-28.7454888889,-66.9319638889,20/07/18,Conectado
841,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Colmena,Vera,Santa Fe,141,-28.7584722,-60.0881388,30/11/17,Conectado
1706,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Kilometro 115,Vera,Santa Fe,182,-28.8255277,-60.2240277,23/11/17,Conectado
362,SANTIAGO del ESTERO - TOSTADO,AÑATUYA - BANDERA,Bandera,Belgrano,Santiago del Estero,6536,-28.8879166667,-62.2674444444,08/03/16,Conectado
2604,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Pozo de Los Indios,Vera,Santa Fe,440,-28.9422222222,-60.2488888889,23/11/17,Conectado
1411,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Garabato,Vera,Santa Fe,995,-28.9539444,-60.1411944,23/11/17,Conectado
1535,SANTIAGO del ESTERO - TOSTADO,BANDERA - TOSTADO,Guardia Escolta,Belgrano,Santiago del Estero,894,-28.9858666,-62.1283944,04/01/18,Conectado
2467,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Paraje 29,Vera,Santa Fe,185,-29.1031388,-60.2363888,23/11/17,Conectado
1378,SANTIAGO del ESTERO - TOSTADO,BANDERA - TOSTADO,Fortin Inca,Belgrano,Santiago del Estero,487,-29.1283083,-61.9381555,27/07/18,Conectado
785,ALPASINCHE - PATQUIA,CHILECITO - PATQUÍA,Chilecito,Chilecito,La Rioja,33724,-29.1609722222,-67.4947222222,29/12/16,Conectado
1510,CORRIENTES - LA PAZ,BELLA VISTA - GOYA,Goya,Goya,Corrientes,71606,-29.1616166667,-59.2482777778,24/05/17,Conectado
3271,SANTIAGO del ESTERO - TOSTADO,BANDERA - TOSTADO,Tostado,9 de Julio,Santa Fe,14582,-29.2286666667,-61.7772777778,08/03/16,Conectado
2119,TOSTADO - RESISTENCIA,TOSTADO - VERA,Los Pumas,Vera,Santa Fe,5,-29.263925,-61.0172194,21/09/17,Conectado
3253,TOSTADO - RESISTENCIA,VERA - RESISTENCIA,Toba,Vera,Santa Fe,266,-29.2669722,-60.1696111,23/11/17,Conectado
2646,TOSTADO - RESISTENCIA,TOSTADO - VERA,Pueblo Santa Lucia,Vera,Santa Fe,185,-29.2828833,-60.4022583,21/09/17,Conectado
2758,DEAN FUNES - FRIAS,DEAN FUNES - QUIROS,Recreo,La Paz,Catamarca,11847,-29.2864166667,-65.0555277778,06/04/18,Conectado
2367,ALPASINCHE - PATQUIA,CHILECITO - PATQUÍA,Nonogasta,Chilecito,La Rioja,6937,-29.3017055556,-67.5067694444,19/01/18,Conectado
